###########################
# SOV  attack subs
###########################
# Srednaya-class
submarine.0 = {
	radarsystem_airsearch = 0
	radarsystem_surfacesearch = 4
	sonarsystem = 0
	propulsion_gas = 0	
	propulsion_diesel_surface_40s = 5
	conventionalnavalgun = 5
	closedefense = 3
	antishipmissile_shortrange = 3
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 0	
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 7	
	wikipage = /wiki/Matka_class_missile_boat
}
# Nanuchka-II-class
missile_boat.7 = {
	unit_missileboat = 8
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 4
	sonarsystem = 0
	propulsion_gas = 0	
	propulsion_diesel_surface_40s = 5
	conventionalnavalgun = 5
	closedefense = 0
	antishipmissile_shortrange = 3
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 5
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 0	
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 8
	wikipage = /wiki/Nanuchka_class_corvette
}
# Nanuchka-III-class
missile_boat.8 = {
	unit_missileboat = 9
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 4
	sonarsystem = 0
	propulsion_gas = 0	
	propulsion_diesel_surface_40s = 5
	conventionalnavalgun = 5
	closedefense = 6
	antishipmissile_shortrange = 6
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 5
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 0	
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 12
	wikipage = /wiki/Nanuchka_class_corvette
}
# Tarantul-II-class
missile_boat.9 = {
	unit_missileboat = 10
	radarsystem_airsearch = 5
	radarsystem_surfacesearch = 5
	sonarsystem = 0
	propulsion_gas = 2	
	propulsion_diesel_surface_40s = 0
	conventionalnavalgun = 5
	closedefense = 6
	antishipmissile_shortrange = 3
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 6
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 0	
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 9	
	wikipage = /wiki/Tarantul_class_corvette
}
# Tarantul-III-class
missile_boat.10 = {
	unit_missileboat = 11
	radarsystem_airsearch = 5
	radarsystem_surfacesearch = 5
	sonarsystem = 0
	propulsion_gas = 2	
	propulsion_diesel_surface_40s = 0
	conventionalnavalgun = 5
	closedefense = 7
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 8
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 0	
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 16
	wikipage = /wiki/Tarantul_class_corvette
}
# Grisha-V-class
missile_boat.11 = {
	unit_missileboat = 12
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 5
	sonarsystem = 5
	propulsion_gas = 2	
	propulsion_diesel_surface_40s = 5
	conventionalnavalgun = 5
	closedefense = 5
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 5
	antisub_torpedorocket = 4
	launcher_torpedotubes_533_650 = 8	
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 13
	wikipage = /wiki/Grisha_class_corvette
}

########################
# SOV missile Frigattes
########################
# Kola-class
missile_frigate.0 = {
	unit_missilefrigate = 1
	radarsystem_airsearch = 1
	radarsystem_surfacesearch = 2
	sonarsystem = 1
	towed_sonarsystem = 0	
	propulsion_steam = 1	
	propulsion_gas = 0	
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 2
	closedefense = 0
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 3
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 2
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 2	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 40
	wikipage = /wiki/Kola_class_frigate
}
# Riga-class
missile_frigate.1 = {
	unit_missilefrigate = 2
	radarsystem_airsearch = 2
	radarsystem_surfacesearch = 2
	sonarsystem = 2
	towed_sonarsystem = 0	
	propulsion_steam = 1	
	propulsion_gas = 0	
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 0
	closedefense = 0
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 3
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 3
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 1	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 36
	wikipage = /wiki/Riga_class_frigate
}
# Petya I-class
missile_frigate.2 = {
	unit_missilefrigate = 3
	radarsystem_airsearch = 2
	radarsystem_surfacesearch = 2
	sonarsystem = 2
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 2
	propulsion_diesel_surface_40s =4
	conventionalnavalgun = 5
	closedefense = 0
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 3
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 6	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 9
	wikipage = /wiki/Petya_class_frigate
}
# Mirka-class
missile_frigate.3 = {
	unit_missilefrigate = 4
	radarsystem_airsearch = 2
	radarsystem_surfacesearch = 2
	sonarsystem = 3
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 2	
	propulsion_diesel_surface_40s =3
	conventionalnavalgun = 5
	closedefense = 0
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 6	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 9
	wikipage = /wiki/Mirka_class_frigate
}
# Petya II-class
missile_frigate.4 = {
	unit_missilefrigate = 5
	radarsystem_airsearch = 3
	radarsystem_surfacesearch = 3
	sonarsystem = 3
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 2	
	propulsion_diesel_surface_40s =4
	conventionalnavalgun = 5
	closedefense = 0
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 6	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 10
	wikipage = /wiki/Petya_class_frigate
}
# Krivak I-class
missile_frigate.5 = {
	unit_missilefrigate = 6
	radarsystem_airsearch = 3
	radarsystem_surfacesearch = 3
	sonarsystem = 2
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 3	
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 5
	closedefense = 0
	antishipmissile_shortrange = 5
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 5
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 5	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 23
	wikipage = /wiki/Krivak_class_frigate
}
# Krivak II-class
missile_frigate.6 = {
	unit_missilefrigate = 7
	radarsystem_airsearch = 3
	radarsystem_surfacesearch = 3
	sonarsystem = 3
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 3	
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 7
	closedefense = 3
	antishipmissile_shortrange = 5
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 5
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 5	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 29
	wikipage = /wiki/Krivak_class_frigate
}
# Koni-class
missile_frigate.7 = {
	unit_missilefrigate = 8
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 5
	sonarsystem = 4
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 2	
	propulsion_diesel_surface_40s =5
	conventionalnavalgun = 5
	closedefense = 3
	antishipmissile_shortrange = 3
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 5
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 0	
	helicopterplatform = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 14
	wikipage = /wiki/Koni_class_frigate
}
# Krivak III-class
missile_frigate.8 = {
	unit_missilefrigate = 9
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 5
	sonarsystem = 5
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 3	
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 7
	closedefense = 7
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 5
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 5	
	helicopterplatform = 4
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 21	
	wikipage = /wiki/Krivak_class_frigate
}
# Krivak IV-class
missile_frigate.9 = {
	unit_missilefrigate = 10
	radarsystem_airsearch = 6
	radarsystem_surfacesearch = 6
	sonarsystem = 5
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 2
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 7
	closedefense = 9
	antishipmissile_shortrange = 0
	antiairmissile_mediumrange = 6
	antiairmissile_shortrange = 10
	antishipmissile_shortrange_supersonic = 5	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 10	
	helicopterplatform = 4	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 34
	wikipage = /wiki/Krivak_class_frigate
}
# Neustrashimy-class
missile_frigate.10 = {
	unit_missilefrigate = 11
	radarsystem_airsearch = 6
	radarsystem_surfacesearch = 5
	sonarsystem = 6
	towed_sonarsystem = 0	
	propulsion_steam = 0	
	propulsion_gas = 6
	propulsion_diesel_surface_40s =0
	conventionalnavalgun = 7
	closedefense = 8
	antishipmissile_shortrange = 8
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 9
	antishipmissile_shortrange_supersonic = 0	
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 8	
	helicopterplatform = 5	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 40
	wikipage = /wiki/Neustrashimyy_class_frigate
}
########################
# SOV missile Destroyers
########################
# Gnevny-class
destroyer.0 = {
	unit_destroyer = 1
	radarsystem_airsearch = 1
	radarsystem_surfacesearch = 1
	sonarsystem = 1	
	propulsion_steam = 0
	conventionalnavalgun = 0
	closedefense = 0
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 44		
	wikipage = /wiki/Gnevny_class_destroyer	
}
# Skoryy-class
destroyer.1 = {
	unit_destroyer = 2
	radarsystem_airsearch = 1
	radarsystem_surfacesearch = 1
	sonarsystem = 1	
	propulsion_steam = 1
	conventionalnavalgun = 0
	closedefense = 0
	antisub_torpedorocket = 0
	launcher_torpedotubes_533_650 = 1	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0
	hullmaxslots = 0
	hullmaxsize = 48		
	wikipage = /wiki/Skoryy_class_destroyer	
}
# Kotlin-class
missile_destroyer.0 = {
	unit_missiledestroyer = 1
	radarsystem_airsearch = 2
	radarsystem_surfacesearch = 2
	sonarsystem = 2
	towed_sonarsystem = 0
	radarsystem_3dsearch = 0
	naval_combat_system = 0
	propulsion_steam = 2	
	propulsion_gas = 0	
	conventionalnavalgun = 6
	closedefense = 1
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 1
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 3	
	helicopterplatform = 0
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 35
	wikipage = /wiki/Kotlin_class_destroyer	
}
# Kildin-class
missile_destroyer.1 = {
	unit_missiledestroyer = 2
	radarsystem_airsearch = 2
	radarsystem_surfacesearch = 2
	sonarsystem = 2
	towed_sonarsystem = 0
	radarsystem_3dsearch = 0
	naval_combat_system = 0
	propulsion_steam = 2	
	propulsion_gas = 0	
	conventionalnavalgun = 3
	closedefense = 0
	antishipmissile_shortrange = 1
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 2
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 3	
	helicopterplatform = 0
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 11	
	wikipage = /wiki/Kildin_class_destroyer
}
# Kildin Mod-class
missile_destroyer.2 = {
	unit_missiledestroyer = 3
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 4
	sonarsystem = 4
	towed_sonarsystem = 0
	radarsystem_3dsearch = 0
	naval_combat_system = 0
	propulsion_steam = 2	
	propulsion_gas = 0	
	conventionalnavalgun = 5
	closedefense = 0
	antishipmissile_shortrange = 3
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 4	
	helicopterplatform = 0
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 19
	wikipage = /wiki/Kildin_class_destroyer
}
# Krupny-class
missile_destroyer.3 = {
	unit_missiledestroyer = 4
	radarsystem_airsearch = 3
	radarsystem_surfacesearch = 3
	sonarsystem = 3
	towed_sonarsystem = 0
	radarsystem_3dsearch = 0
	naval_combat_system = 0
	propulsion_steam = 2	
	propulsion_gas = 0	
	conventionalnavalgun = 3
	closedefense = 0
	antishipmissile_shortrange = 1
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 3
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 3	
	helicopterplatform = 0
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 14	
	wikipage = /wiki/Kanin_class_destroyer
}
# Kanin-class (Krupny Mod)
missile_destroyer.4 = {
	unit_missiledestroyer = 5
	radarsystem_airsearch = 3
	radarsystem_surfacesearch = 4
	sonarsystem = 4
	towed_sonarsystem = 0
	radarsystem_3dsearch = 0
	naval_combat_system = 0
	propulsion_steam = 2	
	propulsion_gas = 0	
	conventionalnavalgun = 2
	closedefense = 2
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 1
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 4	
	helicopterplatform = 0
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 26	
	wikipage = /wiki/Kanin_class_destroyer
}
# Kashin-I-class
missile_destroyer.5 = {
	unit_missiledestroyer = 6
	radarsystem_airsearch = 3
	radarsystem_surfacesearch = 3
	sonarsystem = 3
	towed_sonarsystem = 0
	radarsystem_3dsearch = 0
	naval_combat_system = 0
	propulsion_steam = 0	
	propulsion_gas = 3
	conventionalnavalgun = 5
	closedefense = 0
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 2
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 5
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 4	
	helicopterplatform = 1
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 31	
	wikipage = /wiki/Kashin_class_destroyer
}
# Model 1970
missile_destroyer.6 = {
	unit_missiledestroyer = 7
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 4
	sonarsystem = 4
	towed_sonarsystem = 0
	radarsystem_3dsearch = 1
	naval_combat_system = 0
	propulsion_steam = 4	
	propulsion_gas = 0	
	conventionalnavalgun = 6
	closedefense = 6
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 6
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0	
	antisub_torpedorocket = 6
	antisub_missile = 4
	launcher_torpedotubes_533_650 = 6	
	helicopterplatform = 2		
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0		
	hullmaxslots = 0
	hullmaxsize = 31
}
# Kashin-II / Rajput-class
missile_destroyer.7 = {
	unit_missiledestroyer = 8
	radarsystem_airsearch = 4
	radarsystem_surfacesearch = 4
	sonarsystem = 4
	towed_sonarsystem = 0
	radarsystem_3dsearch = 0
	naval_combat_system = 0
	propulsion_steam = 0	
	propulsion_gas = 5
	conventionalnavalgun = 5
	closedefense = 6
	antishipmissile_shortrange = 3
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 2
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 4
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 4	
	helicopterplatform = 3
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 26	
	wikipage = /wiki/Rajput_class_destroyer
}
# Sovremenny 956-class
missile_destroyer.8 = {
	unit_missiledestroyer = 9
	radarsystem_airsearch = 5
	radarsystem_surfacesearch = 5
	sonarsystem = 5
	towed_sonarsystem = 0
	radarsystem_3dsearch = 2
	naval_combat_system = 0
	propulsion_steam = 4	
	propulsion_gas = 0	
	conventionalnavalgun = 8
	closedefense = 6
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 8
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 2
	landattackmissile = 0
	antisub_torpedorocket = 5
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 8	
	helicopterplatform = 3
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 79
	wikipage = /wiki/Sovremenny_class_destroyer
}
# Udaloy-class
missile_destroyer.9 = {
	unit_missiledestroyer = 10
	radarsystem_airsearch = 5
	radarsystem_surfacesearch = 5
	sonarsystem = 5
	towed_sonarsystem = 0
	radarsystem_3dsearch = 2
	naval_combat_system = 0
	propulsion_steam = 0	
	propulsion_gas = 4	
	conventionalnavalgun = 7
	closedefense = 6
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 7
	antishipmissile_shortrange_supersonic = 0
	landattackmissile = 0
	antisub_torpedorocket = 4
	antisub_missile = 4
	launcher_torpedotubes_533_650 = 8
	helicopterplatform = 4
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 41
	wikipage = /wiki/Udaloy_class_destroyer
}
# Sovremenny 956A-class
missile_destroyer.10 = {
	unit_missiledestroyer = 11
	radarsystem_airsearch = 6
	radarsystem_surfacesearch = 6
	sonarsystem = 6
	towed_sonarsystem = 0
	radarsystem_3dsearch = 3
	naval_combat_system = 0
	propulsion_steam = 4	
	propulsion_gas = 0	
	conventionalnavalgun = 8
	closedefense = 6
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 8
	antiairmissile_shortrange = 0
	antishipmissile_shortrange_supersonic = 3
	landattackmissile = 0
	antisub_torpedorocket = 5
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 8	
	helicopterplatform = 4
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 81	
	wikipage = /wiki/Sovremenny_class_destroyer
}
# Udaloy II-class
missile_destroyer.11 = {
	unit_missiledestroyer = 12
	radarsystem_airsearch = 6
	radarsystem_surfacesearch = 6
	sonarsystem = 5
	towed_sonarsystem = 0
	radarsystem_3dsearch = 3
	naval_combat_system = 1
	propulsion_steam = 0	
	propulsion_gas = 4
	conventionalnavalgun = 8
	closedefense = 6
	antishipmissile_shortrange = 0
	antishipmissile_longrange = 0	
	antiairmissile_mediumrange = 0
	antiairmissile_shortrange = 9
	antishipmissile_shortrange_supersonic = 4
	landattackmissile = 0
	antisub_torpedorocket = 8
	antisub_missile = 0
	launcher_torpedotubes_533_650 = 10	
	helicopterplatform = 5
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	naval_combat_system = 0
	battlegroup_optimalcoveragepositioning = 0
	carriergroup_extendedfleetsupply = 0
	escort_submarinehunting = 0
	escort_swiftpatrolswarm = 0
	escort_responsereadygroup = 0	
	hullmaxslots = 0
	hullmaxsize = 73
	wikipage = /wiki/Udaloy_class_destroyer
}

########################
# SOV missile cruisers
########################
# Kirov-class
cruiser.0 = {
	unit_cruiser = 1
	radarsystem_airsearch = 1
	radarsystem_surfacesearch = 1
	sonarsystem = 1
	propulsion_steam = 0	
	conventionalnavalgun = 0
	closedefense = 0
	launcher_torpedotubes_533_650 = 0	
	joint_fleetsupply = 0
	joint_selfsustainability = 0
	joint_warliketraining = 0
	escort-battlegroup_surfaceengagementpositioning = 0
	escort-battlegroup_denyenemyfreedomofaction = 0
