province;red;green;blue;x;x
4615;126;193;57;PROV4615;x
4616;191;103;163;PROV4616;x
4617;226;151;221;PROV4617;x
4618;124;192;58;PROV4618;x
4619;92;34;104;PROV4619;x
4620;108;163;231;PROV4620;x
4621;118;93;75;PROV4621;x
4622;242;36;64;PROV4622;x
4623;210;232;93;PROV4623;x
4624;72;187;49;PROV4624;x
4625;139;52;160;PROV4625;x
4626;32;197;231;PROV4626;x
4627;165;209;250;PROV4627;x
4628;77;176;138;PROV4628;x
4629;176;148;242;PROV4629;x
4630;245;181;133;PROV4630;x
4631;210;204;119;PROV4631;x
4632;175;124;67;PROV4632;x
4633;189;194;159;PROV4633;x
4634;55;217;220;PROV4634;x
4635;171;227;62;PROV4635;x
4636;221;223;140;PROV4636;x
4637;101;195;146;PROV4637;x
4638;126;233;216;PROV4638;x
4639;192;95;143;PROV4639;x
4640;76;219;81;PROV4640;x
4641;215;117;237;PROV4641;x
4642;185;218;182;PROV4642;x
4643;122;98;32;PROV4643;x
4644;101;140;247;PROV4644;x
4645;59;160;203;PROV4645;x
4646;106;210;179;PROV4646;x
4647;131;173;240;PROV4647;x
4648;241;113;226;PROV4648;x
4649;150;252;129;PROV4649;x
4650;46;233;252;PROV4650;x
4651;169;211;140;PROV4651;x
4652;79;66;34;PROV4652;x
4653;212;233;127;PROV4653;x
4654;144;55;122;PROV4654;x
4655;223;158;166;PROV4655;x
4656;223;115;140;PROV4656;x
4657;218;200;76;PROV4657;x
4658;95;228;33;PROV4658;x
4659;41;57;231;PROV4659;x
4660;129;227;101;PROV4660;x
4661;158;84;161;PROV4661;x
4662;249;144;203;PROV4662;x
4663;92;57;173;PROV4663;x
4664;174;173;194;PROV4664;x
4665;143;127;87;PROV4665;x
4666;133;189;114;PROV4666;x
4667;171;181;166;PROV4667;x
4668;243;82;63;PROV4668;x
4669;205;104;237;PROV4669;x
4670;136;67;38;PROV4670;x
4671;58;113;36;PROV4671;x
4672;56;240;225;PROV4672;x
4673;216;228;43;PROV4673;x
4674;218;161;88;PROV4674;x
4675;222;74;56;PROV4675;x
4676;136;206;131;PROV4676;x
4677;201;163;123;PROV4677;x
4678;189;170;31;PROV4678;x
4679;128;74;70;PROV4679;x
4680;164;145;90;PROV4680;x
4681;188;117;141;PROV4681;x
4682;117;172;215;PROV4682;x
4683;100;208;50;PROV4683;x
4684;107;51;38;PROV4684;x
4685;36;99;152;PROV4685;x
4686;136;190;159;PROV4686;x
4687;170;166;155;PROV4687;x
4688;216;121;100;PROV4688;x
4689;223;117;184;PROV4689;x
4690;228;252;205;PROV4690;x
4691;99;87;184;PROV4691;x
4692;221;203;119;PROV4692;x
4693;244;114;245;PROV4693;x
4694;163;76;33;PROV4694;x
4695;54;112;148;PROV4695;x
4696;248;121;229;PROV4696;x
4697;114;249;233;PROV4697;x
4698;189;226;251;PROV4698;x
4699;71;148;84;PROV4699;x
4700;60;127;211;PROV4700;x
4701;99;37;218;PROV4701;x
4702;108;70;151;PROV4702;x
4703;63;146;106;PROV4703;x
4704;168;37;120;PROV4704;x
4705;11;201;201;PROV4705;x
4706;206;229;250;PROV4706;x
4707;210;85;168;PROV4707;x
4708;185;239;93;PROV4708;x
4709;205;61;231;PROV4709;x
4710;191;133;203;PROV4710;x
4711;77;209;104;PROV4711;x
4712;185;169;81;PROV4712;x
4713;108;139;223;PROV4713;x
4714;198;200;242;PROV4714;x
4715;143;67;65;PROV4715;x
4716;242;119;173;PROV4716;x
4717;88;104;71;PROV4717;x
4718;73;169;53;PROV4718;x
4719;155;158;38;PROV4719;x
4720;175;195;197;PROV4720;x
4721;140;232;158;PROV4721;x
4722;171;104;236;PROV4722;x
4723;188;51;90;PROV4723;x
4724;199;131;201;PROV4724;x
4725;199;241;68;PROV4725;x
4726;106;91;249;PROV4726;x
4727;161;34;70;PROV4727;x
4728;81;59;41;PROV4728;x
4729;55;87;223;PROV4729;x
4730;113;227;218;PROV4730;x
4731;83;83;98;PROV4731;x
4732;125;128;182;PROV4732;x
4733;239;79;97;PROV4733;x
4734;44;234;89;PROV4734;x
4735;130;39;99;PROV4735;x
4736;195;137;246;PROV4736;x
4737;32;174;184;PROV4737;x
4738;100;247;119;PROV4738;x
4739;60;141;81;PROV4739;x
4740;44;60;212;PROV4740;x
4741;85;66;161;PROV4741;x
4742;46;44;112;PROV4742;x
4743;198;59;208;PROV4743;x
4744;139;197;249;PROV4744;x
4745;124;237;218;PROV4745;x
4746;149;143;201;PROV4746;x
4747;107;64;243;PROV4747;x
4748;59;123;209;PROV4748;x
4749;253;169;86;PROV4749;x
4750;233;238;122;PROV4750;x
4751;38;97;130;PROV4751;x
4752;139;75;228;PROV4752;x
4753;192;82;70;PROV4753;x
4754;40;135;126;PROV4754;x
4755;245;147;231;PROV4755;x
4756;190;230;40;PROV4756;x
4757;155;166;253;PROV4757;x
4758;134;193;184;PROV4758;x
4759;30;56;197;PROV4759;x
4760;207;144;182;PROV4760;x
4761;179;220;75;PROV4761;x
4762;116;130;129;PROV4762;x
4763;148;240;192;PROV4763;x
4764;244;211;90;PROV4764;x
4765;160;96;183;PROV4765;x
4766;147;69;230;PROV4766;x
4767;232;93;193;PROV4767;x
4768;75;107;102;PROV4768;x
4769;123;158;159;PROV4769;x
4770;200;139;49;PROV4770;x
4771;60;240;192;PROV4771;x
4772;80;158;47;PROV4772;x
4773;131;71;245;PROV4773;x
4774;102;165;209;PROV4774;x
4775;193;229;126;PROV4775;x
4776;30;137;241;PROV4776;x
4777;221;229;81;PROV4777;x
4778;244;133;143;PROV4778;x
4779;227;247;226;PROV4779;x
4780;225;203;130;PROV4780;x
4781;173;214;225;PROV4781;x
4782;152;48;235;PROV4782;x
4783;44;97;165;PROV4783;x
4784;213;130;52;PROV4784;x
4785;62;199;32;PROV4785;x
4786;62;93;40;PROV4786;x
4787;141;153;237;PROV4787;x
4788;55;107;166;PROV4788;x
4789;75;161;122;PROV4789;x
4790;144;184;206;PROV4790;x
4791;239;70;210;PROV4791;x
4792;146;241;70;PROV4792;x
4793;59;71;160;PROV4793;x
4794;202;109;91;PROV4794;x
4795;71;193;34;PROV4795;x
4796;128;140;150;PROV4796;x
4797;215;41;149;PROV4797;x
4798;253;244;244;PROV4798;x
4799;253;167;224;PROV4799;x
4800;184;88;73;PROV4800;x
4801;244;163;145;PROV4801;x
4802;228;171;213;PROV4802;x
4803;217;210;85;PROV4803;x
4804;104;34;223;PROV4804;x
4805;118;46;73;PROV4805;x
4806;86;54;58;PROV4806;x
4807;91;147;251;PROV4807;x
4808;80;107;126;PROV4808;x
4809;159;129;237;PROV4809;x
4810;116;213;200;PROV4810;x
4811;201;97;51;PROV4811;x
4812;75;166;184;PROV4812;x
4813;95;78;185;PROV4813;x
4814;67;176;166;PROV4814;x
4815;246;178;163;PROV4815;x
4816;31;96;71;PROV4816;x
4817;254;188;139;PROV4817;x
4818;120;200;200;PROV4818;x
4819;216;166;133;PROV4819;x
4820;214;37;237;PROV4820;x
4821;10;201;201;PROV4821;x
4822;82;158;191;PROV4822;x
4823;201;72;135;PROV4823;x
4824;144;246;230;PROV4824;x
4825;128;53;226;PROV4825;x
4826;115;88;183;PROV4826;x
4827;217;157;62;PROV4827;x
4828;195;117;54;PROV4828;x
4829;91;114;184;PROV4829;x
4830;253;114;254;PROV4830;x
4831;81;135;71;PROV4831;x
4832;202;192;186;PROV4832;x
4833;46;194;50;PROV4833;x
4834;227;85;53;PROV4834;x
4835;191;140;197;PROV4835;x
4836;164;243;144;PROV4836;x
4837;81;131;107;PROV4837;x
4838;204;251;134;PROV4838;x
4839;204;188;157;PROV4839;x
4840;125;245;74;PROV4840;x
4841;36;203;213;PROV4841;x
4842;70;98;149;PROV4842;x
4843;163;245;102;PROV4843;x
4844;38;33;231;PROV4844;x
4845;112;182;125;PROV4845;x
4846;70;201;237;PROV4846;x
4847;177;131;139;PROV4847;x
4848;191;253;33;PROV4848;x
4849;58;176;203;PROV4849;x
4850;230;220;137;PROV4850;x
4851;95;86;77;PROV4851;x
4852;87;229;92;PROV4852;x
4853;213;70;35;PROV4853;x
4854;62;195;184;PROV4854;x
4855;180;42;93;PROV4855;x
4856;203;220;31;PROV4856;x
4857;230;212;215;PROV4857;x
4858;30;253;182;PROV4858;x
4859;111;42;176;PROV4859;x
4860;200;187;54;PROV4860;x
4861;183;55;207;PROV4861;x
4862;63;41;190;PROV4862;x
4863;204;219;91;PROV4863;x
4864;134;158;88;PROV4864;x
4865;103;132;164;PROV4865;x
4866;140;57;30;PROV4866;x
4867;135;119;128;PROV4867;x
4868;117;86;231;PROV4868;x
4869;165;202;253;PROV4869;x
4870;141;42;137;PROV4870;x
4871;235;97;251;PROV4871;x
4872;237;251;242;PROV4872;x
4873;140;170;208;PROV4873;x
4874;95;55;248;PROV4874;x
4875;154;151;124;PROV4875;x
4876;123;37;164;PROV4876;x
4877;42;90;160;PROV4877;x
4878;54;114;108;PROV4878;x
4879;103;96;223;PROV4879;x
4880;231;152;94;PROV4880;x
4881;192;93;206;PROV4881;x
4882;208;153;90;PROV4882;x
4883;91;121;135;PROV4883;x
4884;176;254;142;PROV4884;x
4885;76;70;94;PROV4885;x
4886;134;217;190;PROV4886;x
4887;136;72;194;PROV4887;x
4888;118;129;207;PROV4888;x
4889;232;210;238;PROV4889;x
4890;173;163;185;PROV4890;x
4891;48;164;48;PROV4891;x
4892;143;157;217;PROV4892;x
4893;72;201;252;PROV4893;x
4894;63;62;171;PROV4894;x
4895;59;120;91;PROV4895;x
4896;48;233;73;PROV4896;x
4897;44;223;134;PROV4897;x
4898;63;125;110;PROV4898;x
4899;155;104;219;PROV4899;x
4900;254;230;197;PROV4900;x
4901;107;173;212;PROV4901;x
4902;132;92;46;PROV4902;x
4903;192;102;39;PROV4903;x
4904;52;89;38;PROV4904;x
4905;145;214;232;PROV4905;x
4906;194;159;194;PROV4906;x
4907;80;240;69;PROV4907;x
4908;192;243;83;PROV4908;x
4909;252;72;225;PROV4909;x
4910;84;211;144;PROV4910;x
4911;213;108;217;PROV4911;x
4912;226;179;75;PROV4912;x
4913;161;166;161;PROV4913;x
4914;117;125;52;PROV4914;x
4915;100;132;45;PROV4915;x
4916;210;138;46;PROV4916;x
4917;47;154;172;PROV4917;x
4918;80;186;199;PROV4918;x
4919;114;134;49;PROV4919;x
4920;76;138;145;PROV4920;x
4921;150;94;235;PROV4921;x
4922;75;173;64;PROV4922;x
4923;187;63;247;PROV4923;x
4924;63;217;145;PROV4924;x
4925;46;122;140;PROV4925;x
4926;67;71;188;PROV4926;x
4927;208;119;74;PROV4927;x
4928;130;195;208;PROV4928;x
4929;75;176;247;PROV4929;x
4930;131;76;62;PROV4930;x
4931;141;71;242;PROV4931;x
4932;161;205;68;PROV4932;x
4933;64;164;219;PROV4933;x
4934;237;62;133;PROV4934;x
4935;51;239;191;PROV4935;x
4936;9;201;201;PROV4936;x
4937;88;76;92;PROV4937;x
4938;116;122;48;PROV4938;x
4939;101;49;153;PROV4939;x
4940;56;30;252;PROV4940;x
4941;71;85;241;PROV4941;x
4942;214;177;176;PROV4942;x
4943;157;140;171;PROV4943;x
4944;102;32;161;PROV4944;x
4945;223;226;86;PROV4945;x
4946;195;108;211;PROV4946;x
4947;46;48;143;PROV4947;x
4948;183;72;30;PROV4948;x
4949;224;55;204;PROV4949;x
4950;223;90;185;PROV4950;x
4951;170;38;164;PROV4951;x
4952;222;195;231;PROV4952;x
4953;147;92;92;PROV4953;x
4954;45;154;178;PROV4954;x
4955;177;241;73;PROV4955;x
4956;185;147;151;PROV4956;x
4957;197;39;236;PROV4957;x
4958;139;142;43;PROV4958;x
4959;241;245;151;PROV4959;x
4960;252;31;60;PROV4960;x
4961;109;78;46;PROV4961;x
4962;148;30;149;PROV4962;x
4963;219;36;86;PROV4963;x
4964;211;69;163;PROV4964;x
4965;82;37;184;PROV4965;x
4966;244;227;253;PROV4966;x
4967;183;112;82;PROV4967;x
4968;218;160;102;PROV4968;x
4969;195;73;220;PROV4969;x
4970;128;191;84;PROV4970;x
4971;120;136;112;PROV4971;x
4972;180;78;38;PROV4972;x
4973;212;60;205;PROV4973;x
4974;243;174;181;PROV4974;x
4975;150;251;214;PROV4975;x
4976;251;98;173;PROV4976;x
4977;233;146;173;PROV4977;x
4978;198;208;212;PROV4978;x
4979;184;121;100;PROV4979;x
4980;31;161;135;PROV4980;x
4981;102;94;179;PROV4981;x
4982;244;96;193;PROV4982;x
4983;201;36;129;PROV4983;x
4984;151;207;154;PROV4984;x
4985;68;233;195;PROV4985;x
4986;125;83;119;PROV4986;x
4987;227;141;245;PROV4987;x
4988;194;236;125;PROV4988;x
4989;81;187;83;PROV4989;x
4990;66;210;154;PROV4990;x
4991;56;78;186;PROV4991;x
4992;64;36;32;PROV4992;x
4993;235;62;140;PROV4993;x
4994;73;77;30;PROV4994;x
4995;87;145;142;PROV4995;x
4996;159;160;108;PROV4996;x
4997;45;75;104;PROV4997;x
4998;164;162;113;PROV4998;x
4999;83;192;163;PROV4999;x
5000;139;164;80;PROV5000;x
5001;230;80;235;PROV5001;x
5002;196;42;185;PROV5002;x
5003;38;91;76;PROV5003;x
5004;117;246;109;PROV5004;x
5005;135;150;188;PROV5005;x
5006;124;249;72;PROV5006;x
5007;196;161;80;PROV5007;x
5008;76;84;181;PROV5008;x
5009;137;146;170;PROV5009;x
5010;103;235;98;PROV5010;x
5011;123;126;152;PROV5011;x
5012;89;98;251;PROV5012;x
5013;50;145;132;PROV5013;x
5014;212;150;99;PROV5014;x
5015;61;182;83;PROV5015;x
5016;179;214;198;PROV5016;x
5017;121;198;33;PROV5017;x
5018;30;184;251;PROV5018;x
5019;232;249;150;PROV5019;x
5020;211;75;82;PROV5020;x
5021;192;104;133;PROV5021;x
5022;195;238;40;PROV5022;x
5023;235;44;156;PROV5023;x
5024;127;141;116;PROV5024;x
5025;157;179;51;PROV5025;x
5026;155;32;183;PROV5026;x
5027;149;89;169;PROV5027;x
5028;30;220;86;PROV5028;x
5029;235;197;215;PROV5029;x
5030;244;83;188;PROV5030;x
5031;188;68;238;PROV5031;x
5032;215;241;139;PROV5032;x
5033;95;180;214;PROV5033;x
5034;248;50;169;PROV5034;x
5035;124;211;202;PROV5035;x
5036;64;142;40;PROV5036;x
5037;89;107;247;PROV5037;x
5038;221;92;241;PROV5038;x
5039;168;191;138;PROV5039;x
5040;76;214;71;PROV5040;x
5041;79;246;216;PROV5041;x
5042;223;194;103;PROV5042;x
5043;132;197;192;PROV5043;x
5044;166;89;106;PROV5044;x
5045;224;156;69;PROV5045;x
5046;254;161;38;PROV5046;x
5047;139;200;84;PROV5047;x
5048;205;185;231;PROV5048;x
5049;195;221;231;PROV5049;x
5050;252;77;80;PROV5050;x
5051;31;49;220;PROV5051;x
5052;172;198;58;PROV5052;x
5053;208;156;47;PROV5053;x
5054;129;187;199;PROV5054;x
5055;102;177;47;PROV5055;x
5056;171;252;191;PROV5056;x
5057;202;168;60;PROV5057;x
5058;130;191;44;PROV5058;x
5059;242;129;90;PROV5059;x
5060;239;57;228;PROV5060;x
5061;126;135;150;PROV5061;x
5062;142;165;70;PROV5062;x
5063;140;82;212;PROV5063;x
5064;40;75;35;PROV5064;x
5065;246;40;43;PROV5065;x
5066;139;132;37;PROV5066;x
5067;213;54;223;PROV5067;x
5068;69;79;163;PROV5068;x
5069;49;155;112;PROV5069;x
5070;206;185;99;PROV5070;x
5071;231;60;200;PROV5071;x
5072;233;192;122;PROV5072;x
5073;55;138;181;PROV5073;x
5074;30;132;252;PROV5074;x
5075;83;55;32;PROV5075;x
5076;34;86;86;PROV5076;x
5077;241;123;39;PROV5077;x
5078;213;188;152;PROV5078;x
5079;143;72;107;PROV5079;x
5080;161;201;37;PROV5080;x
5081;217;90;171;PROV5081;x
5082;249;237;249;PROV5082;x
5083;52;90;141;PROV5083;x
5084;70;249;47;PROV5084;x
5085;186;206;82;PROV5085;x
5086;101;169;197;PROV5086;x
5087;125;69;200;PROV5087;x
5088;249;92;122;PROV5088;x
5089;33;48;127;PROV5089;x
5090;78;120;150;PROV5090;x
5091;45;148;191;PROV5091;x
5092;173;67;71;PROV5092;x
5093;110;88;73;PROV5093;x
5094;38;236;250;PROV5094;x
5095;199;200;128;PROV5095;x
5096;247;57;236;PROV5096;x
5097;99;71;157;PROV5097;x
5098;164;65;162;PROV5098;x
5099;91;222;252;PROV5099;x
5100;79;246;219;PROV5100;x
5101;151;229;225;PROV5101;x
5102;246;55;130;PROV5102;x
5103;110;42;168;PROV5103;x
5104;41;246;111;PROV5104;x
5105;154;117;88;PROV5105;x
5106;205;80;147;PROV5106;x
5107;248;40;245;PROV5107;x
5108;145;234;78;PROV5108;x
5109;248;136;112;PROV5109;x
5110;59;111;100;PROV5110;x
5111;74;60;96;PROV5111;x
5112;109;141;37;PROV5112;x
5113;55;207;175;PROV5113;x
5114;253;167;44;PROV5114;x
5115;98;88;79;PROV5115;x
5116;76;40;203;PROV5116;x
5117;103;141;171;PROV5117;x
5118;135;86;235;PROV5118;x
5119;176;253;173;PROV5119;x
5120;47;80;186;PROV5120;x
5121;98;221;216;PROV5121;x
5122;44;74;230;PROV5122;x
5123;81;180;127;PROV5123;x
5124;226;250;128;PROV5124;x
5125;254;201;126;PROV5125;x
5126;164;211;225;PROV5126;x
5127;183;194;229;PROV5127;x
5128;115;136;135;PROV5128;x
5129;41;133;209;PROV5129;x
5130;31;235;116;PROV5130;x
5131;113;254;121;PROV5131;x
5132;118;61;220;PROV5132;x
5133;227;52;216;PROV5133;x
5134;74;163;90;PROV5134;x
5135;137;252;214;PROV5135;x
5136;104;177;81;PROV5136;x
5137;77;138;123;PROV5137;x
5138;215;169;57;PROV5138;x
5139;242;183;193;PROV5139;x
5140;125;69;76;PROV5140;x
5141;173;225;44;PROV5141;x
5142;41;147;77;PROV5142;x
5143;84;165;170;PROV5143;x
5144;160;191;188;PROV5144;x
5145;38;139;60;PROV5145;x
5146;175;192;211;PROV5146;x
5147;157;208;127;PROV5147;x
5148;248;152;115;PROV5148;x
5149;93;131;133;PROV5149;x
5150;57;132;238;PROV5150;x
5151;169;155;192;PROV5151;x
5152;76;125;135;PROV5152;x
5153;167;49;41;PROV5153;x
5154;166;171;201;PROV5154;x
5155;189;207;60;PROV5155;x
5156;251;103;204;PROV5156;x
5157;84;205;131;PROV5157;x
5158;120;45;46;PROV5158;x
5159;172;48;249;PROV5159;x
5160;216;245;64;PROV5160;x
5161;67;133;89;PROV5161;x
5162;123;122;138;PROV5162;x
5163;33;37;173;PROV5163;x
5164;183;227;181;PROV5164;x
5165;136;79;140;PROV5165;x
5166;176;159;106;PROV5166;x
5167;141;205;58;PROV5167;x
5168;231;129;68;PROV5168;x
5169;141;238;113;PROV5169;x
5170;76;158;236;PROV5170;x
5171;96;81;197;PROV5171;x
5172;212;174;53;PROV5172;x
5173;234;245;215;PROV5173;x
5174;78;161;178;PROV5174;x
5175;37;139;161;PROV5175;x
5176;163;99;73;PROV5176;x
5177;128;201;218;PROV5177;x
5178;61;146;86;PROV5178;x
5179;144;223;147;PROV5179;x
5180;253;70;104;PROV5180;x
5181;117;38;193;PROV5181;x
5182;75;116;175;PROV5182;x
5183;239;178;159;PROV5183;x
5184;116;196;168;PROV5184;x
5185;146;92;74;PROV5185;x
5186;135;224;245;PROV5186;x
5187;161;233;169;PROV5187;x
5188;69;202;211;PROV5188;x
5189;48;64;189;PROV5189;x
5190;140;98;206;PROV5190;x
5191;161;235;205;PROV5191;x
5192;140;216;152;PROV5192;x
5193;239;216;52;PROV5193;x
5194;240;178;175;PROV5194;x
5195;169;42;34;PROV5195;x
5196;79;170;84;PROV5196;x
5197;42;39;253;PROV5197;x
5198;157;122;91;PROV5198;x
5199;189;77;91;PROV5199;x
5200;236;57;81;PROV5200;x
5201;240;128;110;PROV5201;x
5202;217;35;130;PROV5202;x
5203;176;150;38;PROV5203;x
5204;222;175;84;PROV5204;x
5205;249;155;190;PROV5205;x
5206;206;223;149;PROV5206;x
5207;135;128;88;PROV5207;x
5208;208;34;143;PROV5208;x
5209;144;205;168;PROV5209;x
5210;91;33;188;PROV5210;x
5211;226;30;80;PROV5211;x
5212;94;216;87;PROV5212;x
5213;73;116;164;PROV5213;x
5214;208;121;144;PROV5214;x
5215;244;189;201;PROV5215;x
5216;37;195;177;PROV5216;x
5217;155;59;88;PROV5217;x
5218;186;135;30;PROV5218;x
5219;52;254;205;PROV5219;x
5220;103;103;84;PROV5220;x
5221;216;114;147;PROV5221;x
5222;53;200;200;PROV5222;x
5223;33;184;194;PROV5223;x
5224;133;163;136;PROV5224;x
5225;240;181;36;PROV5225;x
5226;199;218;99;PROV5226;x
5227;196;136;40;PROV5227;x
5228;246;191;228;PROV5228;x
5229;130;69;149;PROV5229;x
5230;136;225;43;PROV5230;x
5231;109;246;37;PROV5231;x
5232;251;169;193;PROV5232;x
5233;56;33;40;PROV5233;x
5234;237;52;151;PROV5234;x
5235;206;201;208;PROV5235;x
5236;248;107;66;PROV5236;x
5237;135;161;221;PROV5237;x
5238;173;229;211;PROV5238;x
5239;55;208;142;PROV5239;x
5240;232;251;193;PROV5240;x
5241;123;160;189;PROV5241;x
5242;254;202;78;PROV5242;x
5243;161;170;133;PROV5243;x
5244;254;38;168;PROV5244;x
5245;107;178;123;PROV5245;x
5246;195;86;219;PROV5246;x
5247;180;31;93;PROV5247;x
5248;76;65;51;PROV5248;x
5249;114;108;195;PROV5249;x
5250;236;30;80;PROV5250;x
5251;153;34;56;PROV5251;x
5252;212;112;70;PROV5252;x
5253;49;249;159;PROV5253;x
5254;242;228;246;PROV5254;x
5255;118;74;216;PROV5255;x
5256;39;95;80;PROV5256;x
5257;118;114;151;PROV5257;x
5258;7;201;201;PROV5258;x
5259;129;77;125;PROV5259;x
5260;168;169;124;PROV5260;x
5261;138;180;170;PROV5261;x
5262;83;131;33;PROV5262;x
5263;142;149;96;PROV5263;x
5264;83;176;91;PROV5264;x
5265;89;193;57;PROV5265;x
5266;102;212;245;PROV5266;x
5267;90;104;42;PROV5267;x
5268;144;147;170;PROV5268;x
5269;60;113;65;PROV5269;x
5270;199;136;109;PROV5270;x
5271;65;133;77;PROV5271;x
5272;105;65;197;PROV5272;x
5273;212;152;201;PROV5273;x
5274;239;65;192;PROV5274;x
5275;89;117;144;PROV5275;x
5276;222;57;119;PROV5276;x
5277;134;107;95;PROV5277;x
5278;111;248;63;PROV5278;x
5279;254;154;155;PROV5279;x
5280;81;111;66;PROV5280;x
5281;60;138;70;PROV5281;x
5282;234;251;177;PROV5282;x
5283;77;132;206;PROV5283;x
5284;96;160;111;PROV5284;x
5285;232;123;143;PROV5285;x
5286;65;200;200;PROV5286;x
5287;200;95;58;PROV5287;x
5288;44;209;139;PROV5288;x
5289;44;106;165;PROV5289;x
5290;72;161;71;PROV5290;x
5291;164;208;182;PROV5291;x
5292;152;108;93;PROV5292;x
5293;85;243;60;PROV5293;x
5294;196;86;230;PROV5294;x
5295;143;44;118;PROV5295;x
5296;206;51;61;PROV5296;x
5297;42;243;48;PROV5297;x
5298;235;114;72;PROV5298;x
5299;42;222;99;PROV5299;x
5300;204;220;175;PROV5300;x
5301;184;110;45;PROV5301;x
5302;79;37;105;PROV5302;x
5303;82;155;194;PROV5303;x
5304;51;92;85;PROV5304;x
5305;133;59;172;PROV5305;x
5306;52;183;123;PROV5306;x
5307;139;140;140;PROV5307;x
5308;248;135;53;PROV5308;x
5309;140;184;80;PROV5309;x
5310;35;232;112;PROV5310;x
5311;165;52;195;PROV5311;x
5312;46;218;235;PROV5312;x
5313;198;210;110;PROV5313;x
5314;64;214;96;PROV5314;x
5315;159;182;157;PROV5315;x
5316;120;163;231;PROV5316;x
5317;82;143;34;PROV5317;x
5318;113;75;225;PROV5318;x
5319;159;85;157;PROV5319;x
5320;82;170;104;PROV5320;x
5321;212;77;177;PROV5321;x
5322;112;140;70;PROV5322;x
5323;144;117;95;PROV5323;x
5324;191;109;227;PROV5324;x
5325;42;104;180;PROV5325;x
5326;73;119;207;PROV5326;x
5327;150;49;50;PROV5327;x
5328;104;207;119;PROV5328;x
5329;108;82;231;PROV5329;x
5330;225;141;162;PROV5330;x
5331;108;146;70;PROV5331;x
5332;36;107;167;PROV5332;x
5333;165;145;63;PROV5333;x
5334;61;101;225;PROV5334;x
5335;75;116;221;PROV5335;x
5336;204;186;150;PROV5336;x
5337;84;138;125;PROV5337;x
5338;88;34;88;PROV5338;x
5339;93;173;231;PROV5339;x
5340;188;112;218;PROV5340;x
5341;187;36;252;PROV5341;x
5342;229;193;91;PROV5342;x
5343;85;76;235;PROV5343;x
5344;36;180;55;PROV5344;x
5345;196;159;215;PROV5345;x
5346;175;207;223;PROV5346;x
5347;72;115;72;PROV5347;x
5348;237;52;87;PROV5348;x
5349;100;129;95;PROV5349;x
5350;227;61;216;PROV5350;x
5351;106;109;200;PROV5351;x
5352;63;32;212;PROV5352;x
5353;108;87;248;PROV5353;x
5354;205;246;208;PROV5354;x
5355;33;42;83;PROV5355;x
5356;59;226;69;PROV5356;x
5357;254;183;42;PROV5357;x
5358;241;159;215;PROV5358;x
5359;58;240;202;PROV5359;x
5360;93;47;122;PROV5360;x
5361;93;98;127;PROV5361;x
5362;93;149;241;PROV5362;x
5363;41;198;90;PROV5363;x
5364;176;179;139;PROV5364;x
5365;139;120;205;PROV5365;x
5366;239;34;46;PROV5366;x
5367;40;192;52;PROV5367;x
5368;115;194;198;PROV5368;x
5369;211;35;217;PROV5369;x
5370;211;170;53;PROV5370;x
5371;77;177;39;PROV5371;x
5372;229;203;173;PROV5372;x
5373;115;158;121;PROV5373;x
5374;87;171;123;PROV5374;x
5375;237;209;233;PROV5375;x
5376;176;68;33;PROV5376;x
5377;96;104;222;PROV5377;x
5378;197;218;37;PROV5378;x
5379;173;85;192;PROV5379;x
5380;128;220;39;PROV5380;x
5381;116;91;197;PROV5381;x
5382;195;40;85;PROV5382;x
5383;127;179;63;PROV5383;x
5384;186;72;225;PROV5384;x
5385;136;133;240;PROV5385;x
5386;219;64;221;PROV5386;x
5387;213;145;95;PROV5387;x
5388;86;134;214;PROV5388;x
5389;32;217;210;PROV5389;x
5390;46;196;103;PROV5390;x
5391;184;214;206;PROV5391;x
5392;114;151;147;PROV5392;x
5393;66;235;58;PROV5393;x
5394;203;223;179;PROV5394;x
5395;188;41;175;PROV5395;x
5396;172;209;51;PROV5396;x
5397;225;169;105;PROV5397;x
5398;198;60;211;PROV5398;x
5399;237;193;78;PROV5399;x
5400;130;111;238;PROV5400;x
5401;215;31;113;PROV5401;x
5402;48;52;237;PROV5402;x
5403;122;183;83;PROV5403;x
5404;193;40;176;PROV5404;x
5405;171;152;123;PROV5405;x
5406;58;48;217;PROV5406;x
5407;94;129;242;PROV5407;x
5408;81;213;74;PROV5408;x
5409;130;170;120;PROV5409;x
5410;191;83;72;PROV5410;x
5411;235;102;142;PROV5411;x
5412;195;227;39;PROV5412;x
5413;163;79;55;PROV5413;x
5414;222;61;159;PROV5414;x
5415;184;57;162;PROV5415;x
5416;118;198;227;PROV5416;x
5417;246;66;236;PROV5417;x
5418;251;164;73;PROV5418;x
5419;68;173;136;PROV5419;x
5420;146;186;129;PROV5420;x
5421;40;213;193;PROV5421;x
5422;64;230;180;PROV5422;x
5423;113;231;202;PROV5423;x
5424;203;186;79;PROV5424;x
5425;216;113;181;PROV5425;x
5426;170;201;143;PROV5426;x
5427;213;102;140;PROV5427;x
5428;100;243;66;PROV5428;x
5429;221;53;129;PROV5429;x
5430;181;212;103;PROV5430;x
5431;220;149;82;PROV5431;x
5432;237;35;222;PROV5432;x
5433;54;73;134;PROV5433;x
5434;187;64;80;PROV5434;x
5435;146;153;226;PROV5435;x
5436;248;188;113;PROV5436;x
