#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
### Spy Agent names ###;;;;;;;;;;;;;;x
NUCLEAR_SABOTAGE_title;Nuclear Sabotage;;;;;;;;;;;;;x
NUCLEAR_SABOTAGE_desc;Delays the creation of nuclear materials.\n;;;;;;;;;;;;;x
SPYACTION_INFILTRATE_COUNTER_ESPIONAGE_title;Infiltrate Counter Espionage;;;;;;;;;;;;;x
SPYACTION_INFILTRATE_COUNTER_ESPIONAGE_desc;Suppresses spy defense in a region for a limited time.\n;;;;;;;;;;;;;x
SPYACTION_DISTURB_LOGISTICS_title;Disturb Logistics;;;;;;;;;;;;;x
SPYACTION_DISTURB_LOGISTICS_desc;Disturbs the flow of supplies, making advance troops more vulnerable.\n;;;;;;;;;;;;;x
BRIBE_DIPLOMAT_title;Bribe Diplomat;;;;;;;;;;;;;x
BRIBE_DIPLOMAT_desc;Diminishes the target's bias towards us for a while.\n;;;;;;;;;;;;;x
FOIL_SPY_title;Foil Spy;;;;;;;;;;;;;x
FOIL_SPY_desc;Attempts to foil the enemy spy's mission.\n;;;;;;;;;;;;;x
RANDOM_PARTY_SUPPORT_title;Support Random Party;;;;;;;;;;;;;x
RANDOM_PARTY_SUPPORT_desc;Tries to make a random party popular in order to weaken the current goverment.\n;;;;;;;;;;;;;x
DISRUPT_RESEARCH_title;Disrupt Research;;;;;;;;;;;;;x
DISRUPT_RESEARCH_desc;Slows down research in target country.\n;;;;;;;;;;;;;x
spy_mission_no_effect;Mission '§Y$MISSION$§W' in §Y$PROV$§W was completed without any result.;;;;;;;;;;;;;x
support_guerrilla_result;§Y$UNIT$§W guerrilla units(s) supported in §Y$PROV$§W for §Y$DURATION$§W day(s).;;;;;;;;;;;;;x
MASTER_OF_DECEPTION_card;Master of Deception;;;;;;;;;;;;;x
MILITARY_DISINFORMATION_title;Military Disinformation;;;;;;;;;;;;;x
MILITARY_DISINFORMATION_desc;Attempt to deceive the enemy's intelligence by revealing to them only our weakest divisions.\n;;;;;;;;;;;;;x
MILITARY_DECEPTION_title;Military Deception;;;;;;;;;;;;;x
MILITARY_DECEPTION_desc;Attempt to show more divisions to the enemy's intelligence than we possess in reality.\n;;;;;;;;;;;;;x
SPY_SKILL_ADVANCE;Our spy gained new skill: ;;;;;;;;;;;;;x
SPY_SKILL_GAIN_CHANCE;Spy skill gain chance: ;;;;;;;;;;;;;x
MODIFIER_SPY_DAILY;Daily spies;;;;;;;;;;;;;x
